Qty,PartID,Description,Orders_Number
1,NIR1032,NXT IR Receiver,706192
1,NWS1000,NXT Extended Connector Cable Set,706192
1,NGY1044,NXT Gyro Sensor,706193
1,NSX2020,HiTechnic Sensor Multiplexer,706194
2,FTCBCN,FTC IR Beacon Master,706195
2,NEO1048,NXT EOPD Sensor,706195
2,NGY1044,NXT Gyro Sensor,706195
2,NMC1034,NXT Magnetic Compass Sensor,706195
4,NSK1042,NXT IRSeeker  V2,706195
1,NAC1040,NXT Accelerometer Sensor,706196
1,NGY1044,NXT Gyro Sensor,706196
1,IRB1005,HiTechnic Infrared Electronic Ball,706197
1,NGY1044,NXT Gyro Sensor,706197
1,NPA1058,HiTechnic Experimenter's Kit A,706197
1,NGY1044,NXT Gyro Sensor,706198
1,NIL1046,NXT IRLink Sensor,706198
1,NIR1032,NXT IR Receiver,706198
1,NAC1040,NXT Accelerometer Sensor,706199
1,NSX2020,HiTechnic Sensor Multiplexer,706200
2,NWS1000,NXT Extended Connector Cable Set,706200
1,NPK1056,NXT Prototyping Sensor Kit,706201
1,NIR1032,NXT IR Receiver,706202
1,NIR1032,NXT IR Receiver,706203
1,NAC1040,NXT Accelerometer Sensor,706204
1,NSX2020,HiTechnic Sensor Multiplexer,706205
1,NGY1044,NXT Gyro Sensor,706206
1,NIR1032,NXT IR Receiver,706206
1,NSX2020,HiTechnic Sensor Multiplexer,706206
1,NWS1000,NXT Extended Connector Cable Set,706206
1,FTCBCN,FTC IR Beacon Master,706207
1,NEO1048,NXT EOPD Sensor,706208
1,NAC1040,NXT Accelerometer Sensor,706209
1,NEO1048,NXT EOPD Sensor,706209
1,NGY1044,NXT Gyro Sensor,706209
1,NGY1044,NXT Gyro Sensor,706210
1,NIR1032,NXT IR Receiver,706210
1,NPK1056,NXT Prototyping Sensor Kit,706211
1,NAC1040,NXT Accelerometer Sensor,706212
1,NGY1044,NXT Gyro Sensor,706212
1,NMC1034,NXT Magnetic Compass Sensor,706213
1,NAC1040,NXT Accelerometer Sensor,706214
1,NMC1034,NXT Magnetic Compass Sensor,706214
1,NWS1000,NXT Extended Connector Cable Set,706214
4,NPA1058,HiTechnic Experimenter's Kit A,706215
2,NAA1030,NXT Angle Sensor,706216
2,NEO1048,NXT EOPD Sensor,706216
1,FTCBCN,FTC IR Beacon Master,706217
1,NIR1032,NXT IR Receiver,706218
1,NMS1035,NXT Magnetic Sensor,706218
1,NPA1058,HiTechnic Experimenter's Kit A,706218
1,FTCBCN,FTC IR Beacon Master,706219
1,NAC1040,NXT Accelerometer Sensor,706219
1,NGY1044,NXT Gyro Sensor,706219
1,NMC1034,NXT Magnetic Compass Sensor,706219
1,NMS1035,NXT Magnetic Sensor,706219
1,NSK1042,NXT IRSeeker  V2,706219
1,NSX2020,HiTechnic Sensor Multiplexer,706219
1,NSX2020,HiTechnic Sensor Multiplexer,706220
2,NCO1038,NXT Color Sensor V2,706221
1,NAC1040,NXT Accelerometer Sensor,706222
1,NCO1038,NXT Color Sensor V2,706222
1,NEO1048,NXT EOPD Sensor,706222
1,NGY1044,NXT Gyro Sensor,706222
1,NIL1046,NXT IRLink Sensor,706222
1,NIR1032,NXT IR Receiver,706222
1,NSX2020,HiTechnic Sensor Multiplexer,706222
1,NTX1060,NXT Touch Sensor Multiplexer,706222
2,NAA1030,NXT Angle Sensor,706222
3,NWS1000,NXT Extended Connector Cable Set,706222
1,NPS1055,NXT Solderless Prototype Sensor,706223
1,NTX1060,NXT Touch Sensor Multiplexer,706223
1,NEO1048,NXT EOPD Sensor,706224
1,NGY1044,NXT Gyro Sensor,706224
1,NSX2020,HiTechnic Sensor Multiplexer,706224
1,NWS1000,NXT Extended Connector Cable Set,706224
1,NGY1044,NXT Gyro Sensor,706225
1,NAC1040,NXT Accelerometer Sensor,706226
1,NMC1034,NXT Magnetic Compass Sensor,706226
1,NGY1044,NXT Gyro Sensor,706227
1,NSX2020,HiTechnic Sensor Multiplexer,706227
1,FTCBCN,FTC IR Beacon Master,706228
1,NAC1040,NXT Accelerometer Sensor,706229
1,NMC1034,NXT Magnetic Compass Sensor,706229
1,NSX2020,HiTechnic Sensor Multiplexer,706229
1,NWS1000,NXT Extended Connector Cable Set,706229
1,NAC1040,NXT Accelerometer Sensor,706230
1,NGY1044,NXT Gyro Sensor,706230
5,NAC1040,NXT Accelerometer Sensor,706231
5,NEO1048,NXT EOPD Sensor,706231
5,NGY1044,NXT Gyro Sensor,706231
5,NMC1034,NXT Magnetic Compass Sensor,706231
10,NIR1032,NXT IR Receiver,706231
1,IRB1005,HiTechnic Infrared Electronic Ball,706232
1,NGY1044,NXT Gyro Sensor,706232
1,NMC1034,NXT Magnetic Compass Sensor,706232
2,NIR1032,NXT IR Receiver,706232
2,NWS1000,NXT Extended Connector Cable Set,706232
1,IRB1005,HiTechnic Infrared Electronic Ball,706233
1,NAC1040,NXT Accelerometer Sensor,706233
1,NGY1044,NXT Gyro Sensor,706233
1,NIR1032,NXT IR Receiver,706233
1,NSK1042,NXT IRSeeker  V2,706233
1,NSX2020,HiTechnic Sensor Multiplexer,706233
2,NWS1000,NXT Extended Connector Cable Set,706234
2,NSX2020,HiTechnic Sensor Multiplexer,706235
3,FTCBCN,FTC IR Beacon Master,706235
1,NAC1040,NXT Accelerometer Sensor,706236
3,NSK1042,NXT IRSeeker  V2,706237
5,NSK1042,NXT IRSeeker  V2,706238
1,IRB1005,HiTechnic Infrared Electronic Ball,706239
1,NAC1040,NXT Accelerometer Sensor,706239
1,NSK1042,NXT IRSeeker  V2,706239
4,NCO1038,NXT Color Sensor V2,706239
1,NAC1040,NXT Accelerometer Sensor,706240
2,FTCBCN,FTC IR Beacon Master,706241
1,NTX1060,NXT Touch Sensor Multiplexer,706242
2,NWS1000,NXT Extended Connector Cable Set,706242
2,NMC1034,NXT Magnetic Compass Sensor,706243
1,IRB1005,HiTechnic Infrared Electronic Ball,706244
1,NGY1044,NXT Gyro Sensor,706244
1,NSK1042,NXT IRSeeker  V2,706244
1,NCO1038,NXT Color Sensor V2,706245
1,NMC1034,NXT Magnetic Compass Sensor,706246
1,NWS1000,NXT Extended Connector Cable Set,706247
2,NSX2020,HiTechnic Sensor Multiplexer,706248
1,NAA1030,NXT Angle Sensor,706249
1,NAC1040,NXT Accelerometer Sensor,706249
1,NGY1044,NXT Gyro Sensor,706249
1,NGY1044,NXT Gyro Sensor,706250
1,NIL1046,NXT IRLink Sensor,706251
4,NPS1055,NXT Solderless Prototype Sensor,706252
1,NMS1035,NXT Magnetic Sensor,706253
1,NSX2020,HiTechnic Sensor Multiplexer,706253
1,NGY1044,NXT Gyro Sensor,706254
1,NIR1032,NXT IR Receiver,706254
2,IRB1005,HiTechnic Infrared Electronic Ball,706255
1,NWS1000,NXT Extended Connector Cable Set,706256
1,NAC1040,NXT Accelerometer Sensor,706257
2,NEO1048,NXT EOPD Sensor,706258
2,NSX2020,HiTechnic Sensor Multiplexer,706258
1,NGY1044,NXT Gyro Sensor,706259
2,NPT1051,NXT Prototype Solderable Extension,706259
1,NSX2020,HiTechnic Sensor Multiplexer,706260
1,NEO1048,NXT EOPD Sensor,706261
1,NGY1044,NXT Gyro Sensor,706261
1,NSX2020,HiTechnic Sensor Multiplexer,706261
1,NGY1044,NXT Gyro Sensor,706262
1,NMC1034,NXT Magnetic Compass Sensor,706262
1,NPA1058,1HiTechnic Experimenter's Kit A,706263
1,NWS1000,NXT Extended Connector Cable Set,706263
1,NAC1040,NXT Accelerometer Sensor,706264
1,NIR1032,NXT IR Receiver,706264
1,NSX2020,HiTechnic Sensor Multiplexer,706264
1,NCO1038,NXT Color Sensor V2,706265
1,NAA1030,NXT Angle Sensor,706266
1,NEO1048,NXT EOPD Sensor,706266
1,NGY1044,NXT Gyro Sensor,706266
1,NMC1034,NXT Magnetic Compass Sensor,706266
1,NPK1056,NXT Prototyping Sensor Kit,706266
1,NSX2020,HiTechnic Sensor Multiplexer,706266
2,NGY1044,NXT Gyro Sensor,706267
6,NCO1038,NXT Color Sensor V2,706267
1,IRB1005,HiTechnic Infrared Electronic Ball,706268
2,NMC1034,NXT Magnetic Compass Sensor,706268
4,NSK1042,NXT IRSeeker  V2,706268
2,NAA1030,NXT Angle Sensor,706269
4,NSK1042,NXT IRSeeker  V2,706269
1,NAC1040,NXT Accelerometer Sensor,706270
1,NEO1048,NXT EOPD Sensor,706270
1,NPA1058,HiTechnic Experimenter's Kit A,706270
1,NSX2020,HiTechnic Sensor Multiplexer,706270
1,NTX1060,NXT Touch Sensor Multiplexer,706271
2,NAC1040,NXT Accelerometer Sensor,706272
2,NEO1048,NXT EOPD Sensor,706272
1,IRB1005,HiTechnic Infrared Electronic Ball,706273
1,NGY1044,NXT Gyro Sensor,706273
1,NIL1046,NXT IRLink Sensor,706273
1,NMC1034,NXT Magnetic Compass Sensor,706273
1,NSX2020,HiTechnic Sensor Multiplexer,706273
1,NTX1060,NXT Touch Sensor Multiplexer,706273
2,NSK1042,NXT IRSeeker  V2,706273
2,NWS1000,NXT Extended Connector Cable Set,706274
1,NGY1044,NXT Gyro Sensor,706275
1,IRB1005,HiTechnic Infrared Electronic Ball,706276
1,NAC1040,NXT Accelerometer Sensor,706277
1,NGY1044,NXT Gyro Sensor,706277
1,NMC1034,NXT Magnetic Compass Sensor,706277
4,NGY1044,NXT Gyro Sensor,706278
1,NGY1044,NXT Gyro Sensor,706279
1,NSK1042,NXT IRSeeker  V2,706280
1,NIL1046,NXT IRLink Sensor,706281
2,FTCSET,FTC IR Beacon Set Master & Slave,706282
1,FTCBCN,FTC IR Beacon Master,706283
1,NAC1040,NXT Accelerometer Sensor,706283
1,NCO1038,NXT Color Sensor V2,706283
1,NSK1042,NXT IRSeeker  V2,706283
2,NWS1000,NXT Extended Connector Cable Set,706283
1,FTCBCN,FTC IR Beacon Master,706284
1,NMC1034,NXT Magnetic Compass Sensor,706285
2,NSX2020,HiTechnic Sensor Multiplexer,706286
1,NAC1040,NXT Accelerometer Sensor,706287
1,NMS1035,NXT Magnetic Sensor,706288
1,NEO1048,NXT EOPD Sensor,706289
1,NGY1044,NXT Gyro Sensor,706289
2,NWS1000,NXT Extended Connector Cable Set,706289
1,NCO1038,NXT Color Sensor V2,706290
1,NAC1040,NXT Accelerometer Sensor,706291
1,NGY1044,NXT Gyro Sensor,706291
1,NIL1046,NXT IRLink Sensor,706291
1,NIR1032,NXT IR Receiver,706291
1,NTX1060,NXT Touch Sensor Multiplexer,706291
2,NWS1000,NXT Extended Connector Cable Set,706291
1,NWS1000,NXT Extended Connector Cable Set,706292
1,FTCBCN,FTC IR Beacon Master,706293
1,FTCBCN,FTC IR Beacon Master,706294
1,NSK1042,NXT IRSeeker  V2,706294
2,NEO1048,NXT EOPD Sensor,706295
1,NMS1035,NXT Magnetic Sensor,706296
1,NMS1035,NXT Magnetic Sensor,706297
1,NSK1042,NXT IRSeeker  V2,706297
2,FTCBCN,FTC IR Beacon Master,706298
1,NPS1055,NXT Solderless Prototype Sensor,706299
1,NWS1000,NXT Extended Connector Cable Set,706299
1,NEO1048,NXT EOPD Sensor,706300
1,NSX2020,HiTechnic Sensor Multiplexer,706300
2,NCO1038,NXT Color Sensor V2,706300
2,NMC1034,NXT Magnetic Compass Sensor,706300
1,NGY1044,NXT Gyro Sensor,706301
1,NIR1032,NXT IR Receiver,706301
1,NMC1034,NXT Magnetic Compass Sensor,706302
1,NGY1044,NXT Gyro Sensor,706303
1,NIR1032,NXT IR Receiver,706303
1,NMS1035,NXT Magnetic Sensor,706303
1,NAC1040,NXT Accelerometer Sensor,706304
2,NGY1044,NXT Gyro Sensor,706304
1,NSK1042,NXT IRSeeker  V2,706305
1,NSX2020,HiTechnic Sensor Multiplexer,706305
1,NCO1038,NXT Color Sensor V2,706306
1,NMC1034,NXT Magnetic Compass Sensor,706307
1,NPK1056,NXT Prototyping Sensor Kit,706307
1,NMC1034,NXT Magnetic Compass Sensor,706308
1,NWS1000,NXT Extended Connector Cable Set,706308
1,IRB1005,HiTechnic Infrared Electronic Ball,706309
1,NSK1042,NXT IRSeeker  V2,706309
1,NWS1000,NXT Extended Connector Cable Set,706310
2,NCO1038,NXT Color Sensor V2,706310
2,NAC1040,NXT Accelerometer Sensor,706311
2,NEO1048,NXT EOPD Sensor,706311
1,NPA1058,HiTechnic Experimenter's Kit A,706312
1,NAC1040,NXT Accelerometer Sensor,706313
1,NCO1038,NXT Color Sensor V2,706313
1,NSX2020,HiTechnic Sensor Multiplexer,706313
1,NWS1000,NXT Extended Connector Cable Set,706313
2,NPS1055,NXT Solderless Prototype Sensor,706314
2,NPT1051,NXT Prototype Solderable Extension,706314
1,NSX2020,HiTechnic Sensor Multiplexer,706315
1,NWS1000,NXT Extended Connector Cable Set,706315
2,NTX1060,NXT Touch Sensor Multiplexer,706316
9,NWS1000,NXT Extended Connector Cable Set,706316
1,NPA1058,HiTechnic Experimenter's Kit A,706317
1,NPA1058,HiTechnic Experimenter's Kit A,706318
1,NAC1040,NXT Accelerometer Sensor,706319
1,NSK1042,NXT IRSeeker  V2,706319
1,NAC1040,NXT Accelerometer Sensor,706320
1,NGY1044,NXT Gyro Sensor,706321
1,NGY1044,NXT Gyro Sensor,706322
1,NAC1040,NXT Accelerometer Sensor,706323
1,NGY1044,NXT Gyro Sensor,706323
1,NSX2020,HiTechnic Sensor Multiplexer,706323
1,NWS1000,NXT Extended Connector Cable Set,706324
1,NGY1044,NXT Gyro Sensor,706325
1,NIR1032,NXT IR Receiver,706325
4,NMS1035,NXT Magnetic Sensor,706326
1,NAA1030,NXT Angle Sensor,706327
1,NEO1048,NXT EOPD Sensor,706328
1,IRB1005,HiTechnic Infrared Electronic Ball,706329
1,NAA1030,NXT Angle Sensor,706329
1,NCO1038,NXT Color Sensor V2,706329
1,NEO1048,NXT EOPD Sensor,706329
1,NPA1058,HiTechnic Experimenter's Kit A,706329
1,NSK1042,NXT IRSeeker  V2,706329
1,NSX2020,HiTechnic Sensor Multiplexer,706329
1,NTX1060,NXT Touch Sensor Multiplexer,706329
2,NPT1051,NXT Prototype Solderable Extension,706329
1,IRB1005,HiTechnic Infrared Electronic Ball,706330
1,NAC1040,NXT Accelerometer Sensor,706330
1,NIR1032,NXT IR Receiver,706330
1,NSK1042,NXT IRSeeker  V2,706330
1,NWS1000,NXT Extended Connector Cable Set,706330
2,NCO1038,NXT Color Sensor V2,706330
3,NCO1038,NXT Color Sensor V2,706331
1,FTCBCN,FTC IR Beacon Master,706332
1,NMS1035,NXT Magnetic Sensor,706332
1,NSK1042,NXT IRSeeker  V2,706332
1,NWS1000,NXT Extended Connector Cable Set,706332
1,NAC1040,NXT Accelerometer Sensor,706333
1,NGY1044,NXT Gyro Sensor,706333
1,NIL1046,NXT IRLink Sensor,706333
1,NAA1030,NXT Angle Sensor,706334
1,NSX2020,HiTechnic Sensor Multiplexer,706334
2,NMS1035,NXT Magnetic Sensor,706334
1,FTCBCN,FTC IR Beacon Master,706335
2,NWS1000,NXT Extended Connector Cable Set,706335
1,NIR1032,NXT IR Receiver,706336
1,NSX2020,HiTechnic Sensor Multiplexer,706336
1,NGY1044,NXT Gyro Sensor,706337
1,NSX2020,HiTechnic Sensor Multiplexer,706338
2,NWS1000,NXT Extended Connector Cable Set,706339
1,NMS1035,NXT Magnetic Sensor,706340
4,NGY1044,NXT Gyro Sensor,706341
1,NAC1040,NXT Accelerometer Sensor,706342
1,NIL1046,NXT IRLink Sensor,706342
5,NPS1055,NXT Solderless Prototype Sensor,706343
5,NPT1051,NXT Prototype Solderable Extension,706343
1,NGY1044,NXT Gyro Sensor,706344
1,NIL1046,NXT IRLink Sensor,706344
1,NWS1000,NXT Extended Connector Cable Set,706344
1,NSK1042,NXT IRSeeker  V2,706345
1,NAC1040,NXT Accelerometer Sensor,706346
1,NGY1044,NXT Gyro Sensor,706346
1,NGY1044,NXT Gyro Sensor,706347
1,NMC1034,NXT Magnetic Compass Sensor,706347
1,NSX2020,HiTechnic Sensor Multiplexer,706347
1,NSK1042,NXT IRSeeker  V2,706348
1,NPA1058,HiTechnic Experimenter's Kit A,706349
1,NGY1044,NXT Gyro Sensor,706350
1,NIR1032,NXT IR Receiver,706350
2,NAA1030,NXT Angle Sensor,706351
2,NWS1000,NXT Extended Connector Cable Set,706351
1,NGY1044,NXT Gyro Sensor,706352
2,NWS1000,NXT Extended Connector Cable Set,706353
2,IRB1005,HiTechnic Infrared Electronic Ball,706354
1,NAC1040,NXT Accelerometer Sensor,706355
1,NSK1042,NXT IRSeeker  V2,706355
1,NAC1040,NXT Accelerometer Sensor,706356
1,NIR1032,NXT IR Receiver,706357
1,FTCBCN,FTC IR Beacon Master,706358
1,NMS1035,NXT Magnetic Sensor,706358
1,NSK1042,NXT IRSeeker  V2,706359
1,IRB1005,HiTechnic Infrared Electronic Ball,706360
1,NPS1055,NXT Solderless Prototype Sensor,706360
1,NSK1042,NXT IRSeeker  V2,706360
1,NSX2020,HiTechnic Sensor Multiplexer,706360
2,NPT1051,NXT Prototype Solderable Extension,706360
1,NMC1034,NXT Magnetic Compass Sensor,706361
5,NAA1030,NXT Angle Sensor,706362
15,NCO1038,NXT Color Sensor V2,706362
1,NPA1058,HiTechnic Experimenter's Kit A,706363
2,NAA1030,NXT Angle Sensor,706364
1,NIL1046,NXT IRLink Sensor,706365
1,NAC1040,NXT Accelerometer Sensor,706366
1,NGY1044,NXT Gyro Sensor,706366
1,NMC1034,NXT Magnetic Compass Sensor,706366
1,NPA1058,HiTechnic Experimenter's Kit A,706367
1,NGY1044,NXT Gyro Sensor,706368
1,NIR1032,NXT IR Receiver,706368
2,NAA1030,NXT Angle Sensor,706369
2,NAC1040,NXT Accelerometer Sensor,706369
2,NMC1034,NXT Magnetic Compass Sensor,706369
5,NGY1044,NXT Gyro Sensor,706369
9,NMS1035,NXT Magnetic Sensor,706370
1,NSX2020,HiTechnic Sensor Multiplexer,706371
1,NAC1040,NXT Accelerometer Sensor,706372
1,NGY1044,NXT Gyro Sensor,706372
1,NIR1032,NXT IR Receiver,706372
1,NGY1044,NXT Gyro Sensor,706373
1,NMC1034,NXT Magnetic Compass Sensor,706374
2,NSK1042,NXT IRSeeker  V2,706375
1,NGY1044,NXT Gyro Sensor,706376
1,NAC1040,NXT Accelerometer Sensor,706377
2,NSX2020,HiTechnic Sensor Multiplexer,706377
1,NAC1040,NXT Accelerometer Sensor,706378
1,NGY1044,NXT Gyro Sensor,706378
1,NMC1034,NXT Magnetic Compass Sensor,706378
1,NGY1044,NXT Gyro Sensor,706379
1,NGY1044,NXT Gyro Sensor,706380
3,FTCBCN,FTC IR Beacon Master,706381
1,NSK1042,NXT IRSeeker  V2,706382
1,NCO1038,NXT Color Sensor V2,706383
2,NWS1000,NXT Extended Connector Cable Set,706384
1,NMS1035,NXT Magnetic Sensor,706385
1,NAC1040,NXT Accelerometer Sensor,706386
1,NMC1034,NXT Magnetic Compass Sensor,706386
1,NAC1040,NXT Accelerometer Sensor,706387
1,NWS1000,NXT Extended Connector Cable Set,706388
2,NAC1040,NXT Accelerometer Sensor,706389
1,NAC1040,NXT Accelerometer Sensor,706390
1,NPS1055,NXT Solderless Prototype Sensor,706390
1,NSX2020,HiTechnic Sensor Multiplexer,706390
1,NTX1060,NXT Touch Sensor Multiplexer,706390
3,NPT1051,NXT Prototype Solderable Extension,706390
1,NEO1048,NXT EOPD Sensor,706391
1,NIR1032,NXT IR Receiver,706391
1,NMC1034,NXT Magnetic Compass Sensor,706391
1,NPK1056,NXT Prototyping Sensor Kit,706392
1,NSX2020,HiTechnic Sensor Multiplexer,706393
1,NTX1060,NXT Touch Sensor Multiplexer,706393
2,NIL1046,NXT IRLink Sensor,706393
1,NAC1040,NXT Accelerometer Sensor,706394
1,NGY1044,NXT Gyro Sensor,706394
1,NIR1032,NXT IR Receiver,706394
1,NMC1034,NXT Magnetic Compass Sensor,706394
1,NAC1040,NXT Accelerometer Sensor,706395
1,NSK1042,NXT IRSeeker  V2,706395
1,NSX2020,HiTechnic Sensor Multiplexer,706395
2,NWS1000,NXT Extended Connector Cable Set,706395
3,FTCBCN,FTC IR Beacon Master,706395
1,NAC1040,NXT Accelerometer Sensor,706396
1,NAC1040,NXT Accelerometer Sensor,706397
1,NCO1038,NXT Color Sensor V2,706397
1,NGY1044,NXT Gyro Sensor,706397
1,NMC1034,NXT Magnetic Compass Sensor,706397
1,NAA1030,NXT Angle Sensor,706398
2,NAC1040,NXT Accelerometer Sensor,706399
2,NCO1038,NXT Color Sensor V2,706399
2,NEO1048,NXT EOPD Sensor,706399
2,NGY1044,NXT Gyro Sensor,706399
2,NMC1034,NXT Magnetic Compass Sensor,706399
12,NSX2020,HiTechnic Sensor Multiplexer,706399
1,NIR1032,NXT IR Receiver,706400
1,NAC1040,NXT Accelerometer Sensor,706401
3,IRB1005,HiTechnic Infrared Electronic Ball,706402
1,NPT1051,NXT Prototype Solderable Extension,706403
1,NSX2020,HiTechnic Sensor Multiplexer,706403
2,NWS1000,NXT Extended Connector Cable Set,706403
1,NAC1040,NXT Accelerometer Sensor,706404
1,NGY1044,NXT Gyro Sensor,706404
1,NIL1046,NXT IRLink Sensor,706404
1,NMC1034,NXT Magnetic Compass Sensor,706404
1,NSK1042,NXT IRSeeker  V2,706404
1,NAC1040,NXT Accelerometer Sensor,706405
1,NGY1044,NXT Gyro Sensor,706405
1,NIR1032,NXT IR Receiver,706405
1,NPA1058,HiTechnic Experimenter's Kit A,706405
1,NSK1042,NXT IRSeeker  V2,706406
1,NIL1046,NXT IRLink Sensor,706407
1,NGY1044,NXT Gyro Sensor,706408
1,NIR1032,NXT IR Receiver,706408
1,NAC1040,NXT Accelerometer Sensor,706409
1,NEO1048,NXT EOPD Sensor,706409
1,NGY1044,NXT Gyro Sensor,706409
2,NSK1042,NXT IRSeeker  V2,706410
1,NEO1048,NXT EOPD Sensor,706411
10,NAC1040,NXT Accelerometer Sensor,706412
10,NMC1034,NXT Magnetic Compass Sensor,706412
10,NSK1042,NXT IRSeeker  V2,706412
1,NPA1058,HiTechnic Experimenter's Kit A,706413
1,NGY1044,NXT Gyro Sensor,706414
2,NSX2020,HiTechnic Sensor Multiplexer,706415
2,NWS1000,NXT Extended Connector Cable Set,706415
1,FTCBCN,FTC IR Beacon Master,706416
1,NPS1055,NXT Solderless Prototype Sensor,706416
1,NSX2020,HiTechnic Sensor Multiplexer,706416
6,NWS1000,NXT Extended Connector Cable Set,706416
1,NIL1046,NXT IRLink Sensor,706417
1,NIR1032,NXT IR Receiver,706417
1,NWS1000,NXT Extended Connector Cable Set,706417
1,NSX2020,HiTechnic Sensor Multiplexer,706418
2,NGY1044,NXT Gyro Sensor,706418
1,NAC1040,NXT Accelerometer Sensor,706419
1,NGY1044,NXT Gyro Sensor,706419
1,NIR1032,NXT IR Receiver,706419
1,NWS1000,NXT Extended Connector Cable Set,706419
2,IRB1005,HiTechnic Infrared Electronic Ball,706420
2,NSK1042,NXT IRSeeker  V2,706420
4,NSX2020,HiTechnic Sensor Multiplexer,706420
1,NAA1030,NXT Angle Sensor,706421
1,NEO1048,NXT EOPD Sensor,706421
1,NGY1044,NXT Gyro Sensor,706421
1,NMS1035,NXT Magnetic Sensor,706421
1,IRB1005,HiTechnic Infrared Electronic Ball,706422
2,NEO1048,NXT EOPD Sensor,706422
1,NPA1058,HiTechnic Experimenter's Kit A,706423
1,NPS1055,NXT Solderless Prototype Sensor,706423
2,NAC1040,NXT Accelerometer Sensor,706424
1,FTCBCN,FTC IR Beacon Master,706425
1,NSK1042,NXT IRSeeker  V2,706425
1,NPA1058,HiTechnic Experimenter's Kit A,706426
1,NSX2020,HiTechnic Sensor Multiplexer,706426
4,NWS1000,NXT Extended Connector Cable Set,706426
1,NGY1044,NXT Gyro Sensor,706427
2,NMC1034,NXT Magnetic Compass Sensor,706428
6,NAC1040,NXT Accelerometer Sensor,706428
14,NMS1035,NXT Magnetic Sensor,706428
1,NSX2020,HiTechnic Sensor Multiplexer,706429
1,NGY1044,NXT Gyro Sensor,706430
1,NMC1034,NXT Magnetic Compass Sensor,706430
1,NGY1044,NXT Gyro Sensor,706431
1,NSX2020,HiTechnic Sensor Multiplexer,706432
2,NAC1040,NXT Accelerometer Sensor,706433
2,NIL1046,NXT IRLink Sensor,706434
2,NIR1032,NXT IR Receiver,706434
1,NGY1044,NXT Gyro Sensor,706435
1,NIR1032,NXT IR Receiver,706435
1,FTCBCN,FTC IR Beacon Master,706436
1,NGY1044,NXT Gyro Sensor,706437
1,NAC1040,NXT Accelerometer Sensor,706438
4,NMS1035,NXT Magnetic Sensor,706438
1,NGY1044,NXT Gyro Sensor,706439
1,NSX2020,HiTechnic Sensor Multiplexer,706440
1,IRB1005,HiTechnic Infrared Electronic Ball,706441
1,NAA1030,NXT Angle Sensor,706441
1,NAC1040,NXT Accelerometer Sensor,706441
1,NCO1038,NXT Color Sensor V2,706441
1,NEO1048,NXT EOPD Sensor,706441
1,NGY1044,NXT Gyro Sensor,706441
1,NIL1046,NXT IRLink Sensor,706441
1,NIR1032,NXT IR Receiver,706441
1,NMC1034,NXT Magnetic Compass Sensor,706441
1,NMS1035,NXT Magnetic Sensor,706441
1,NSK1042,NXT IRSeeker  V2,706441
2,NSX2020,HiTechnic Sensor Multiplexer,706441
4,NWS1000,NXT Extended Connector Cable Set,706441
1,NGY1044,NXT Gyro Sensor,706442
2,NAC1040,NXT Accelerometer Sensor,706443
4,NCO1038,NXT Color Sensor V2,706443
1,NGY1044,NXT Gyro Sensor,706444
1,NIR1032,NXT IR Receiver,706444
1,NMC1034,NXT Magnetic Compass Sensor,706445
1,NGY1044,NXT Gyro Sensor,706446
4,NMC1034,NXT Magnetic Compass Sensor,706447
4,NSX2020,HiTechnic Sensor Multiplexer,706447
1,NAC1040,NXT Accelerometer Sensor,706448
2,NSK1042,NXT IRSeeker  V2,706448
1,NAC1040,NXT Accelerometer Sensor,706449
1,NGY1044,NXT Gyro Sensor,706449
1,IRB1005,HiTechnic Infrared Electronic Ball,706450
1,NAC1040,NXT Accelerometer Sensor,706451
1,NMC1034,NXT Magnetic Compass Sensor,706451
1,NPS1055,NXT Solderless Prototype Sensor,706451
